id,name,genre,country,debut_year
0c25075b-5500-4273-8812-54aa6eb91914,Above monthly my,Reggae,Poland,1961
4c25518a-e464-4002-9c49-104d3d8c242a,Chinese armchair why,Jazz,Philippines,1939
c54a196b-10c0-45e8-9bab-9255fda57585,Besides his,Synth-pop,Italy,2006
c30b8e7e-093f-497d-bf00-26a929373a19,Another all,Psychedelic Rock,Russia,1966
fe3ab52b-1b62-4496-9499-7ccb92f16b5b,Place had phew,Country,Finland,1999
0e4f9b83-3f73-4f99-af59-53fd1625b545,Angrily consequently of,Latin,Bulgaria,1981
ec67ff6a-5a64-48dd-aabf-492b6c47ff9d,East its utterly us,Dubstep,India,1931
05327822-c6b7-439e-8bf2-a3883409eb8f,Theirs,Metal,Belgium,2008
2eb98e4e-8d0e-4e5a-ada5-0dfb779a8335,Enable,New Age,Sweden,1976
c2ceff44-29da-4b12-97e7-394f5945fe39,Pack,Celtic,Austria,1980
0820a7cb-5b55-4c9c-99f5-60b134e98c3c,Myself,Alternative Hip-hop,Israel,1951
f7d32553-644c-45af-afb4-669592d0ce23,From,Lounge,China,1920
eca34be5-824a-47af-a61a-719ba9887975,The behind,Lounge,Philippines,1973
af026e4c-b194-49a9-8a0d-5274583871a3,Themselves,Country,Malaysia,1963
d6f0400b-0edf-4e8b-8b68-62f1a4348b3e,Covey those laugh,Musical Theatre,Hungary,1965
212cd1f7-ff42-433e-8af6-144d1a84636e,The any problem,Soul,Denmark,1932
115e8404-6cfe-404c-afd0-b5c863afb452,Our remove whose highly,Soul,Israel,1950
62a719c3-10da-44c8-af7a-7be65dbbb535,Which school,Classical,France,2022
017f956c-3b1c-45e3-8301-b659b950547c,Begin behind house his,Ska,United Kingdom,2007
16a2a191-9573-43d6-83be-4280b4b2b053,Indeed those,Ska,USA,1962
70add9c3-e6e8-4ee1-b821-67f61bd4d2e1,Constantly moreover you mob,Alternative,Greece,1998
069c7923-5f55-4435-ad54-87d2e775cb5c,Example whoever massage,Traditional,Finland,1992
4b1d5d43-3887-42b3-9d43-22fccebf62e4,In group plain,Synth-pop,Hungary,2024
31b5c4ac-5b2d-4a7f-9103-3df67fbd05c6,For today snow,Crossover,South Africa,1975
6f828f07-4505-4266-adbc-e0b9a76b5ea1,Inside does,Blues,Saudi Arabia,1994
5722f431-d7c1-48e3-ac6a-e77a4d987a24,Rarely your brace,Blues,Italy,1976
20d31919-62e6-4c9e-9b66-bd4978baabf0,Firstly enough fast,Celtic,Mexico,1948
921f2242-1b7f-46dc-ac8a-efed0ad7927b,Perfectly whenever,New Age,Belgium,1967
d4e6330a-fc6f-4503-b13d-30ee714921a6,A Kyrgyz kettle where,Dance,Ukraine,2011
4895067b-b1e9-4513-953c-c0bf1e2d6434,Account lastly occur some,Alternative,Thailand,2010
a5b209ae-1927-4402-af82-5ac8b5ec3f2d,Tweak but basket,Folk,Colombia,1990
b08058f3-d85f-437e-83ed-5ee0c06c3cf2,Some goal,Musical Theatre,Russia,1939
eb75d319-a203-4b1a-a6eb-bd4d1a864af2,Themselves sew recently archipelago,Funk,Belgium,1951
8756f05f-34c7-4b5b-b66b-300716717b46,Some disappear near,Acoustic,Singapore,2018
5f1987c2-80e6-4ba4-b8ad-6c1630f9a7fc,It,Electronic,Slovenia,1934
002a7356-43ac-41e3-b5a2-4e0f19e25544,Yourself,Alternative,Romania,2014
05c1014e-8cdd-41bb-925b-9aca32236d2c,Nightly infrequently here before,Acoustic,Philippines,2021
757c4cb5-1778-42e4-b2ec-b99c30e56895,These,Country,USA,1999
e65f17fd-31b7-4e11-9b20-1bc8f82c552c,For is cackle should,Disco,Chile,1922
025a69db-9453-4ef5-9e70-5198981179ef,Fact despite with,R&B,United Arab Emirates,2008
eaa61aea-7269-4a1b-a4a8-eeffeaad765a,At,Soul,India,1986
44045454-f12c-4d31-a8c4-2bf0fdab9fb7,Therefore up whenever,Synth-pop,New Zealand,2023
a2b34803-f55e-4bdc-b9ff-7caf99f7cc2d,It that,New Age,Malaysia,1931
868bafd3-0ff4-4b30-a775-143289e8867b,Usually,Ambient,Czech Republic,1931
34ee114e-f17d-4a86-b3a5-1dddf4774b2d,Early time,Hardcore,Malaysia,1958
24f55460-cdb2-4ecf-aa39-3b8306c31f9b,Am hers,Hard Rock,Hungary,1945
31b5f833-d999-448a-8c0a-45b769442efa,Monthly,Blues,United Kingdom,1968
a2d791f6-fa4f-4cb5-b940-9a6cfb155480,Many now then,Hardcore,Argentina,1947
10c085e2-bdd2-415a-a46e-b06011ffe8c9,It had since,Hardcore,Italy,2000
5b929a6a-6e71-4411-a548-8263ad775770,Plan certain still are,Chamber,Slovakia,2008
9d0272ca-86d6-45a9-a401-a929e9672197,Key neither,R&B,Serbia,1968
d55cd44b-c80a-4e74-90cd-e864a5bbba88,One friend over their,Hip-hop,Bulgaria,1981
28d5cc1a-555d-4567-869d-ac44614d4563,Up finish,Crossover,Singapore,1931
da8c7d09-a5bd-49b8-9ec4-aa74a3245966,Regiment besides,Lounge,Ukraine,2003
f50e9c23-05f4-4019-aeb9-896d147c3e7c,Dog hall world onto,Gothic,Finland,1944
4828db93-747c-4826-b8ae-bbb5045d45c1,Homeless tail regiment,Musical Theatre,Netherlands,2013
f949fc6e-cf6a-4600-8293-376d47105c47,Words,Indie,Thailand,1941
d028806a-be07-452a-89bc-d46e96b280be,Himself before posse,Pop,Croatia,1949
e9561cea-4058-488e-b517-4261be536e70,A,New Age,South Africa,2001
a0692d4a-d8e5-4d68-a515-0910b2808b2a,Shall monthly forest,Techno,Germany,1943
51a3c53d-cbcd-4ea4-a0ca-19e1a8658848,Courage,Chamber,Bulgaria,1965
083fb5bf-42aa-441c-9596-7bcbdce2fa73,Whenever where,Indie,Canada,1954
fea63878-634f-4a59-b7f0-fb73ccfc529e,All which pride hourly,Dubstep,Ireland,2017
4ae121cc-845c-4661-bdc7-b666ccf955a2,From thoroughly line nobody,Hardcore,Mexico,1961
7bce9632-1945-4257-a591-0833767b7564,He,Acoustic,Italy,1942
8286550f-1eb8-4e68-9b19-e184a55d9a0c,Those thing case,Country,France,1958
4a9d1a3a-d1bb-472d-a519-88c6c8d553c3,About,Lounge,Spain,1959
b8f8ebae-903c-47be-ad85-8636f0dc7b9c,Must our,Musical Theatre,Philippines,1972
0923651e-be9b-40d1-a7b2-6594dddf851e,Nearby,Jazz,New Zealand,1960
4acb4573-88cb-435b-9a9d-8d06a0a4d742,Every normally,Punk,Italy,2011
50d3b340-0eb4-485b-ba42-05843f142429,Those,Indie,Brazil,2022
6b180b6d-ed5b-43c8-b243-2a2a04da3e66,I,Chamber,Spain,1955
9adbebbe-14c6-4725-a803-ae9ce20fb752,Harm now distinct why,Acoustic,Chile,1926
338610eb-2505-454f-bd91-0cc918ff6fdb,Light,Country,United Arab Emirates,1937
ddb6b797-9509-494d-b503-dda733ca0232,Yours,Punk,Hungary,1980
1c37138e-2353-4f4a-889c-05fa946c577d,Intensely where we,Hardcore,Austria,2004
938bc159-0e82-4901-81d3-67c4bf6d4db6,Which out,Traditional,Romania,1956
ba59cabd-3847-49d2-8712-0eaef5d2bbdd,Yay,Lounge,Argentina,1927
08eaf3ce-9e02-4437-9a5f-b9e25f4cc31d,Whenever strawberry,Ambient,Malaysia,1922
3c75f0a8-156f-438e-8b46-7d122a818384,Most indeed line,Punk,Denmark,1956
14b00889-bc20-40b3-a765-bb1d017870cf,Several frequently party,Soul,France,1990
14559a69-3af7-480e-938a-734d10380042,Below other,Acoustic,Chile,1959
ced4a719-8956-4946-9614-adc4e02d87e2,To this,Dubstep,Italy,1990
e6dba2ef-2675-40cb-89aa-f62832d21dd0,Tasty us enough,Rap,Finland,1952
ddd6c095-3008-426c-bf55-c9da051cd8c1,This do,Reggae,South Korea,1995
7b7e963b-129f-4057-9b92-08e564ec4af4,Afterwards those,Ska,Slovakia,1982
fff18847-8520-403b-aa0d-34013dfe109e,Rarely,Traditional,Belgium,1962
02953166-4d02-475d-b694-923aa5bd1302,Before today that,Metal,Israel,2012
fd1022bf-17b6-4649-87c2-78898f2ff72d,Is,Funk,South Korea,1988
38ca29df-97fc-417f-b4d1-0e8b9ce884b6,Yesterday,Soul,Poland,1950
442b863e-a0ad-4f1c-bdfc-4d2b36d8e645,Why many to deceit,Progressive,Australia,1949
c3100947-2b09-466e-88ac-7a16d63bbb22,Previously outside barely to,Folk,Romania,1948
233bee15-f495-4ae2-9103-a30dbdcde077,You concerning inside,Hip-hop,Bulgaria,1933
bff3f23d-2d38-4f36-9326-bcd6ceecc43a,Fairly,Electronic,United Kingdom,1926
dab3fcca-8677-4757-a3bd-e5112f201c07,Choir daringly victorious of,Dance,Spain,2009
1a2085d7-6107-4317-9806-96732ad2b983,Gang knit myself,Metal,United Kingdom,1986
11126556-e5c0-4fb2-8a1e-1f9866bb125e,Ourselves according yay,Acoustic,Mexico,2015
029b136a-631f-4965-b86a-cb58ab48be84,Otherwise machine,Progressive,Poland,1955
b3acbb04-5bb2-446c-9b9a-77afa241f525,Alaskan weekly music,Dance,Thailand,1963
6570202b-5535-457c-83ef-7b113c827b6c,Longue,Soul,India,1945
c567007f-8a79-4021-b784-995d37c87c98,Daily wow perfectly,Punk,Turkey,1954
637ac3fb-adcf-4ceb-a9e2-47f294b7f84e,Truck tonight still,Dubstep,Singapore,1944
8a88ced7-461d-4980-8cd3-2f4af7b6a622,First nutty,Reggae,Israel,2006
f6e3de8d-9021-46f4-a414-e283c4b94a59,Climb tonight,Reggae,Croatia,1966
b302490b-ee85-4d17-911c-a3f38d523279,Why dance other convert,Alternative,Greece,1940
b13e1ecd-f993-478e-a02c-703fe76eb18f,Between,New Age,Brazil,1952
cfcd820d-4a13-4e9a-8f0f-14be0eee3f94,Favor bathe example heavy,Acoustic,Germany,2015
1cc82661-a522-405c-927c-0551f0eedade,Mirror,Musical Theatre,Poland,2019
8658d237-014e-4430-9449-c30f797c71af,Casino Swiss,Chamber,Belgium,1938
03416355-7724-4885-8fa1-dfb8c5beecd8,Hastily Hindu foot ours,R&B,Thailand,1982
2939b888-72d9-4f6a-b24f-9459437e6fa8,Highlight,Soul,Belgium,1976
ab1ad2ca-2323-4790-9adb-6b29e9f0d65c,She,Hip-hop,United Arab Emirates,1993
9f1174b1-4d2b-4a26-a094-62f1f7e2e1c7,Depending regularly,R&B,Mexico,1982
bfe75976-a973-4538-8845-2b1ab8c86b80,Themselves healthy,Dance,France,1952
f25ed4ee-d839-4bbb-9ff7-97484549182d,Regularly,Metal,Denmark,1950
21dec5fe-4726-4c98-9d35-88b5c792e8d8,Week obesity the,Rock,USA,1981
75c72f68-0f8a-494d-8844-ac44290fdcf4,Bermudas herself those,Funk,South Korea,2024
bd65431c-9fa8-47bd-b62d-85a6f7d80b61,Of gold monthly nearly,Hip-hop,Netherlands,1934
38691003-f9c9-4c83-b126-44bf02d7195e,Pacific belong,Rap,Portugal,2010
7d34c1bf-4af5-4a62-8d97-c9c51a611b7c,Squeak whose us,Acoustic,New Zealand,1939
9a222b8b-d8f4-4e22-8129-4771634f5ed9,Scarcely joyously,Punk,Serbia,1961
21052a33-ec70-42f0-83c4-89c76609f147,Someone life,Dance,Switzerland,1946
ef88fc55-2870-41b5-bce9-dfa46b9fc2e1,Pink,Indie,Netherlands,2001
cec7ff4e-197d-4733-9a1a-7b0a596369ee,Dig,Lounge,Sweden,2018
59346aa8-058f-4eb9-9c23-068cf290279f,Previously collection way,Hip-hop,Switzerland,1999
111b0819-b324-4c77-8374-e6b56ac189fd,Them,Trance,India,1988
89b553ef-a845-4cb9-ae1b-a17a7536a25d,Each life frantic shirt,New Age,Ukraine,2002
9da08990-99a4-4c45-b5bd-486a751ad8e2,Hmm,Pop,Greece,1931
a42ac4d5-55aa-4424-9c5f-90f7be25c3f2,Whom anything they,Soul,Malaysia,2015
c4b693bb-f912-4a66-8ca0-c6bb162a43d6,Sneeze this,Alternative,Japan,1971
7160539c-c4ad-4e78-b839-49b2c8c4e755,Furniture mine could,Crossover,United Kingdom,1993
5a3d276e-b8db-4da9-bdd2-b818e24b4187,Himalayan their the another,Musical Theatre,Netherlands,2020
6d161858-0a3d-4134-91f1-449bc520ec86,Despite nightly,Celtic,Poland,1970
2cedad40-84e4-4d3b-bb08-d62709204edd,Chest in,Musical Theatre,Brazil,1979
92fd2d8f-05a5-4204-bff3-72a5dfd551a1,Sleep then,Psychedelic Rock,Brazil,1935
626c95ef-49b5-40d1-adce-f5c3183e68e2,Red,Reggae,Slovakia,1978
ea30282d-4bcf-426e-86d9-cc22c1ff23dd,Fantastic fortnightly turkey,Pop,Italy,1961
6cad657e-c9cc-4b0a-bb84-99c5bdb837a1,That hence finally,Gothic,Brazil,1963
3a868540-876c-4e93-9042-e632cfeda50e,E.g. besides then practically,Lounge,Finland,1974
44742ab8-4187-4501-a8a1-bfcf4e09b736,Bowl from these,Celtic,Argentina,1991
3af04ffb-3857-41d1-a4d8-77689ce16809,Uzbek quite heavily,New Age,Slovakia,1983
fea82cf6-15da-41c3-bf47-66b023b1ba5c,Can provided murder twist,Progressive,United Kingdom,1954
be3eb3d1-3643-4a55-b646-f03fb4d99c9d,Scold,Progressive,Israel,2011
714061fc-ea03-40a4-bad3-d8f08095f409,Unload calm could,Country,Turkey,1925
d5ec7a2b-bdf2-4aa4-9f1e-db66432d2f57,Below everything greatly,Celtic,Slovakia,2012
e024e7e5-9282-4a67-adb3-ff0d7b2e0840,They,Latin,Finland,1927
51ff35c8-5de3-48e4-a0b3-95dc724ce1d1,Which moment ourselves,Chamber,USA,1995
9cec8c30-2895-4781-9931-d8f937e77357,Rarely pray huh,Traditional,Mexico,1956
24dc8a62-bf74-44c6-93a2-6f7a8705c299,Indonesian hundred goodness,Alternative Hip-hop,Portugal,2024
5c98e53c-c439-4f56-926a-ffa43424dea2,Shall,World,United Arab Emirates,1979
f6ee6c16-6125-46cb-b661-2e83eb071b49,Ours them,Techno,Australia,1989
bedf9df0-3a02-4028-a5df-08d90b057e9b,However early several bright,Reggae,Norway,2016
50a150d9-857a-40ed-b07c-5454ada74c25,Whichever otherwise,Country,Sweden,2008
3bac9542-0ccd-4d87-8083-45e5fc23199b,Case they later ever,Soul,Philippines,2016
ac137bdd-8ac6-4664-8496-520c4e4b176d,Nobody,Latin,Vietnam,1986
24b09d01-0480-4564-ad92-a1b1abc61849,Next tensely everything eventually,Blues,Thailand,2011
8241361f-b41f-4c37-aff0-53b6c05c99f6,Company,World,Russia,1926
29cc68b2-ad80-448a-a02f-a9e8ba7b5587,Cup caravan who itself,Dance,Mexico,1966
eac54cfb-a620-4494-a8a8-859aac27821c,Due from,Folk,Malaysia,1937
57300897-13da-412b-a3b8-468c000c7d4d,She accordingly Spanish,Crossover,Mexico,1980
9bc26d85-0ff1-43e4-a717-f23f1ecf093b,Since hmm out phew,Techno,Philippines,1982
517b7ff1-8536-4f41-93d4-5292e5763a93,Here dunk noisily,New Age,Switzerland,2017
67ceed97-5512-4e7a-a345-96dc6199c981,Out at issue been,Lounge,France,2015
7d77947f-61b1-49bf-b139-bf3194911a4d,Close spell,Acoustic,South Africa,1987
553f28bd-ef7d-4abb-b952-0478ca3eef25,Why,Psychedelic Rock,Malaysia,1970
57e43287-e3fe-4184-9dc6-98bb8246a8de,Musician him their,Rock,Israel,1961
f240f32c-e7ca-4a06-96b8-58b3d1f75404,Ours to,Ambient,Singapore,1939
32754c57-fc01-4061-a5db-078fa57488c2,Party leap in,Pop,New Zealand,1978
58f96319-37ba-4c9a-b24e-4430eb4ca363,Same over soon occasionally,Soul,Germany,1937
5fef75ef-ec42-4ec4-9634-c9dfaa2fb51f,What,Traditional,Israel,1949
4f3e45f7-7a8b-4682-925a-8713678a7f31,Fiercely fortnightly with,Psychedelic Rock,Mexico,1954
93e4dc88-9f06-4126-b1aa-e6aa5c0ec800,Why quarterly rarely their,Soul,Mexico,1996
2e35081a-f861-4038-aab9-986e0ee5651c,Might catalog tomorrow,Disco,Hungary,1988
9d047abb-6ddf-4685-9d6c-978cc672d601,Plant hundreds,Rap,Czech Republic,1938
207ad8dc-e470-4eb8-a8d0-005103f902bd,There yesterday completely,Pop,Colombia,1979
10a4b2a0-c02d-4c72-bc4f-611569c8f3c9,Being theirs that itself,Ambient,Portugal,1968
b48c0918-ec10-404a-90b0-137881bd82ba,Outside monthly inside,Ska,Norway,1979
b3056e95-80b0-49a3-ac05-eab7750d7ada,Most in huh Lebanese,Hip-hop,Poland,2015
f4a270ee-59dd-496b-b09a-a126a5dc84ba,Nightly which to thing,Alternative Hip-hop,Spain,1974
dba21299-4805-470c-bc26-ceb067b9221b,Him less those,Jazz,Slovakia,1984
3eb2feb6-8503-4f74-8990-63503a9fb48c,Enough does her yours,Rap,Netherlands,1981
0a67b9c1-4c68-42dd-8eda-0006a619bfd5,Listen pounce quarterly to,Dubstep,Sweden,1951
79a0de22-28d6-439a-8bd6-f0be71d4d322,Brazilian its nightly,Rock,Belgium,1962
26663eda-2f77-4d19-8c18-5a3b5910c659,Delay conclude weekly,Hardcore,Portugal,2022
45821396-b785-4b97-a1f1-bf5812c58f50,College block up tomorrow,World,Slovakia,1978
b4b6d335-13b0-4166-a176-6929fd6ed51c,Patrol hourly,Pop,Switzerland,1980
31939a0f-e21d-4ef6-9a90-ce0c05e51ca5,Away,Lounge,Spain,1972
31934ec3-d11d-4d16-addd-8072dac442b9,Whomever,Ambient,United Kingdom,2013
b18f242c-3bb9-45e5-832a-286affc3acab,Most then his,R&B,Turkey,1977
69819faa-4e7a-4cf1-87d6-5716b5e4bb94,Upon,Lounge,Hungary,1944
dbf423f6-d0be-40f8-b7c4-39cab554ed3c,Ours some hug,New Age,France,1945
b6bbcaff-57bf-4683-9b12-63899b2732cc,Queer,World,South Africa,1989
